datetime,WS,TEMP,HUMI,RN
202401291900,2.4,0.9,50.0,-9.0
202401292000,1.9,-0.1,54.0,-9.0
202401292100,0.2,-1.0,58.0,-9.0
202401292200,0.5,-1.2,59.0,-9.0
202401292300,0.2,-1.8,63.0,-9.0
202401300000,0.9,-2.2,67.0,-9.0
202401300100,1.0,-2.7,69.0,-9.0
202401300200,0.8,-3.3,72.0,-9.0
202401300300,0.2,-3.6,75.0,-9.0
202401300400,0.3,-4.2,78.0,-9.0
202401300500,1.6,-4.7,80.0,-9.0
202401300600,0.1,-5.0,83.0,-9.0
202401300700,0.0,-5.1,84.0,-9.0
202401300800,0.0,-5.4,86.0,-9.0
202401300900,0.1,-3.2,77.0,-9.0
202401301000,1.4,-0.2,64.0,-9.0
202401301100,1.8,1.7,56.0,-9.0
202401301200,1.5,3.8,45.0,-9.0
202401301300,2.0,6.2,35.0,-9.0
202401301400,1.3,7.2,29.0,-9.0
202401301500,1.5,9.3,24.0,-9.0
202401301600,0.5,10.0,20.0,-9.0
202401301700,1.2,8.3,25.0,-9.0
202401301800,0.0,7.0,27.0,-9.0
202401301900,1.7,4.4,37.0,-9.0
202401302000,0.0,3.2,41.0,-9.0
202401302100,0.0,1.7,48.0,-9.0
202401302200,0.5,0.6,53.0,-9.0
202401302300,0.4,0.3,56.0,-9.0
202401310000,1.2,0.2,58.0,-9.0
202401310100,0.4,0.7,60.0,-9.0
202401310200,0.5,1.2,58.0,-9.0
202401310300,0.5,1.5,60.0,0.0
202401310400,0.1,1.4,62.0,-9.0
202401310500,0.1,1.9,67.0,-9.0
202401310600,1.8,1.8,64.0,-9.0
202401310700,2.4,2.2,61.0,-9.0
202401310800,1.2,2.4,61.0,-9.0
202401310900,0.9,3.4,61.0,0.0
202401311000,0.8,5.0,52.0,-9.0
202401311100,0.7,6.3,48.0,-9.0
202401311200,1.0,9.5,43.0,-9.0
202401311300,1.5,11.0,33.0,-9.0
202401311400,2.2,11.9,28.0,-9.0
202401311500,2.1,12.5,23.0,-9.0
202401311600,2.4,12.5,26.0,-9.0
202401311700,2.6,10.9,29.0,-9.0
202401311800,2.5,8.9,36.0,-9.0
202401311900,2.2,7.1,34.0,-9.0
202401312000,0.9,5.7,35.0,-9.0
202401312100,1.5,5.3,37.0,-9.0
202401312200,0.6,5.2,40.0,-9.0
202401312300,0.8,4.6,43.0,-9.0
202402010000,1.4,4.0,46.0,-9.0
202402010000,1.4,4.0,46.0,-9.0
202402010100,0.0,4.2,53.0,-9.0
202402010200,0.9,3.5,55.0,-9.0
202402010300,1.6,3.5,53.0,-9.0
202402010400,0.3,3.2,56.0,-9.0
202402010500,0.7,3.3,63.0,-9.0
202402010600,0.4,3.0,67.0,-9.0
202402010700,0.7,2.9,69.0,-9.0
202402010800,2.6,2.5,72.0,-9.0
202402010900,0.8,2.6,73.0,-9.0
202402011000,1.7,3.2,70.0,-9.0
202402011100,1.3,3.7,67.0,-9.0
202402011200,2.0,4.4,63.0,-9.0
202402011300,2.6,5.6,56.0,-9.0
202402011400,2.0,5.8,53.0,-9.0
202402011500,2.3,5.9,55.0,-9.0
202402011600,1.9,5.8,53.0,-9.0
202402011700,1.6,5.5,56.0,-9.0
202402011800,1.2,5.0,59.0,-9.0
202402011900,1.0,4.6,60.0,-9.0
202402012000,1.4,4.1,62.0,-9.0
202402012100,0.9,3.4,65.0,-9.0
202402012200,3.3,4.1,64.0,-9.0
202402012300,4.6,4.1,63.0,-9.0
202402020000,3.4,3.9,64.0,-9.0
202402020100,3.5,3.2,65.0,-9.0
202402020200,3.8,3.3,66.0,-9.0
202402020300,3.5,3.4,65.0,-9.0
202402020400,3.2,3.3,65.0,-9.0
202402020500,3.1,3.0,67.0,-9.0
202402020600,2.1,2.8,69.0,-9.0
202402020700,0.6,2.1,72.0,-9.0
202402020800,1.2,1.3,77.0,-9.0
202402020900,0.9,2.4,75.0,-9.0
202402021000,1.0,3.9,69.0,-9.0
202402021100,1.8,5.7,61.0,-9.0
202402021200,1.4,7.0,56.0,-9.0
202402021300,2.1,7.6,53.0,-9.0
202402021400,2.6,9.1,44.0,-9.0
202402021500,1.9,8.5,48.0,-9.0
202402021600,1.8,8.1,39.0,-9.0
202402021700,1.3,6.9,24.0,-9.0
202402021800,0.6,5.4,36.0,-9.0
202402021900,1.8,4.1,53.0,-9.0
202402022000,0.8,3.3,54.0,-9.0
202402022100,1.1,2.7,63.0,-9.0
202402022200,1.3,1.6,64.0,-9.0
202402022300,1.0,0.7,67.0,-9.0
202402030000,1.0,0.4,72.0,-9.0
202402030100,0.9,-0.2,73.0,-9.0
202402030200,0.9,0.0,74.0,-9.0
202402030300,0.3,0.3,73.0,-9.0
202402030400,1.3,0.5,74.0,-9.0
202402030500,0.3,0.5,75.0,-9.0
202402030600,0.5,0.9,74.0,-9.0
202402030700,1.6,1.2,74.0,-9.0
202402030800,0.6,2.1,73.0,-9.0
202402030900,0.7,3.1,73.0,-9.0
202402031000,3.2,4.9,66.0,-9.0
202402031100,3.2,6.8,59.0,-9.0
202402031200,3.8,7.7,56.0,-9.0
202402031300,3.6,8.3,54.0,-9.0
202402031400,2.6,9.2,50.0,-9.0
202402031500,2.9,9.1,51.0,-9.0
202402031600,2.6,8.6,53.0,-9.0
202402031700,2.9,7.3,64.0,-9.0
202402031800,3.0,6.5,71.0,0.1
202402031900,1.5,5.4,82.0,-9.0
202402032000,1.1,4.9,86.0,-9.0
202402032100,1.0,4.7,87.0,0.3
202402032200,0.6,4.9,84.0,-9.0
202402032300,0.7,4.8,83.0,-9.0
202402040000,0.8,4.6,83.0,0.0
202402040100,0.9,4.3,84.0,-9.0
202402040200,1.7,4.1,85.0,-9.0
202402040300,1.1,4.0,83.0,-9.0
202402040400,0.9,3.9,84.0,-9.0
202402040500,0.0,3.7,84.0,-9.0
202402040600,1.9,3.6,83.0,-9.0
202402040700,0.8,3.6,82.0,-9.0
202402040800,1.2,3.6,83.0,-9.0
202402040900,0.9,4.8,79.0,-9.0
202402041000,0.4,6.7,67.0,-9.0
202402041100,3.7,6.9,67.0,-9.0
202402041200,4.0,7.8,63.0,-9.0
202402041300,2.8,9.4,57.0,-9.0
202402041400,1.8,9.6,57.0,-9.0
202402041500,3.8,9.2,58.0,-9.0
202402041600,4.0,8.9,59.0,-9.0
202402041700,3.5,8.3,63.0,-9.0
202402041800,4.6,7.8,65.0,-9.0
202402041900,3.9,7.6,66.0,-9.0
202402042000,3.1,7.4,67.0,-9.0
202402042100,4.2,7.4,66.0,-9.0
202402042200,4.2,6.3,79.0,-9.0
202402042300,3.0,5.3,86.0,-9.0
202402050000,4.1,4.7,86.0,1.3
202402050100,3.0,4.3,85.0,-9.0
202402050200,3.7,3.8,84.0,-9.0
202402050300,4.0,4.3,81.0,0.6
202402050400,5.4,4.3,83.0,-9.0
202402050500,3.8,4.1,85.0,-9.0
202402050600,4.2,4.5,83.0,0.8
202402050700,2.8,4.1,86.0,-9.0
202402050800,2.9,3.6,91.0,-9.0
202402050900,0.9,3.5,93.0,6.2
202402051000,1.4,3.9,92.0,-9.0
202402051100,2.5,4.6,88.0,-9.0
202402051200,3.1,5.3,83.0,2.9
202402051300,3.8,5.6,75.0,-9.0
202402051400,4.2,6.0,72.0,-9.0
202402051500,4.0,6.1,70.0,0.1
202402051600,2.0,5.6,74.0,-9.0
202402051700,1.5,4.9,80.0,-9.0
202402051800,2.0,4.3,83.0,0.4
202402051900,3.2,4.3,78.0,-9.0
202402052000,2.9,4.0,72.0,-9.0
202402052100,1.9,3.1,81.0,0.1
202402052200,1.9,2.4,85.0,-9.0
202402052300,1.1,1.9,91.0,-9.0
202402060000,1.3,1.6,92.0,1.2
202402060100,1.0,1.3,94.0,-9.0
202402060200,1.4,1.2,92.0,-9.0
202402060300,1.0,1.0,94.0,0.8
202402060400,0.8,1.0,94.0,-9.0
202402060500,1.4,0.9,93.0,-9.0
202402060600,0.6,0.8,94.0,0.1
202402060700,1.1,0.7,94.0,-9.0
202402060800,0.9,0.7,94.0,-9.0
202402060900,1.3,1.1,93.0,0.2
202402061000,1.4,1.5,93.0,-9.0
202402061100,0.1,2.4,90.0,-9.0
202402061200,1.0,2.6,87.0,0.0
202402061300,2.3,2.9,86.0,-9.0
202402061400,1.5,3.1,83.0,-9.0
202402061500,2.1,3.5,81.0,-9.0
202402061600,1.1,4.1,75.0,-9.0
202402061700,0.4,3.8,78.0,-9.0
202402061800,2.0,3.1,81.0,-9.0
202402061900,1.0,2.5,85.0,-9.0
202402062000,1.9,2.1,83.0,-9.0
202402062100,2.8,1.6,82.0,-9.0
202402062200,2.3,1.1,81.0,-9.0
202402062300,1.1,0.8,83.0,-9.0
202402070000,0.9,-0.2,87.0,-9.0
202402070100,1.6,-0.4,84.0,-9.0
202402070200,1.4,-0.8,84.0,-9.0
202402070300,1.8,-1.0,84.0,-9.0
202402070400,2.0,-0.9,79.0,-9.0
202402070500,1.3,-1.4,77.0,-9.0
202402070600,0.8,-1.3,73.0,-9.0
202402070700,0.6,-0.8,70.0,-9.0
202402070800,0.7,-0.6,63.0,-9.0
202402070900,1.1,-0.2,61.0,-9.0
202402071000,0.7,1.0,53.0,-9.0
202402071100,0.8,1.4,54.0,-9.0
202402071200,1.5,2.9,48.0,-9.0
202402071300,2.1,2.4,50.0,-9.0
202402071400,2.7,2.9,50.0,-9.0
202402071500,1.4,3.2,47.0,-9.0
202402071600,2.6,3.1,49.0,-9.0
202402071700,2.0,2.5,52.0,-9.0
202402071800,2.0,1.7,52.0,-9.0
202402071900,1.8,1.0,56.0,-9.0
202402072000,1.5,0.0,65.0,-9.0
202402072100,2.3,-0.8,70.0,-9.0
202402072200,1.2,-1.4,73.0,-9.0
202402072300,0.6,-1.5,70.0,-9.0
202402080000,0.1,-2.0,75.0,-9.0
202402080100,0.6,-2.2,81.0,-9.0
202402080200,0.0,-2.6,83.0,-9.0
202402080300,1.7,-3.0,85.0,-9.0
202402080400,0.5,-3.2,86.0,-9.0
202402080500,0.0,-3.4,87.0,-9.0
202402080600,0.4,-3.9,89.0,-9.0
202402080700,1.4,-4.0,89.0,-9.0
202402080800,0.9,-4.0,90.0,-9.0
202402080900,0.0,-2.3,84.0,-9.0
202402081000,0.9,0.2,72.0,-9.0
202402081100,0.3,2.2,61.0,-9.0
202402081200,1.1,3.8,51.0,-9.0
202402081300,1.2,4.0,51.0,-9.0
202402081400,2.0,5.2,46.0,-9.0
202402081500,2.2,6.2,41.0,-9.0
202402081600,1.0,6.2,41.0,-9.0
202402081700,1.7,5.2,47.0,-9.0
202402081800,0.8,3.7,53.0,-9.0
202402081900,1.0,2.4,59.0,-9.0
202402082000,1.3,1.2,65.0,-9.0
202402082100,1.2,1.1,60.0,-9.0
202402082200,1.6,0.6,63.0,-9.0
202402082300,1.9,0.3,61.0,-9.0
202402090000,1.2,-0.7,68.0,-9.0
202402090100,0.8,-1.3,71.0,-9.0
202402090200,0.3,-1.7,74.0,-9.0
202402090300,1.2,-2.3,79.0,-9.0
202402090400,1.3,-2.8,81.0,-9.0
202402090500,0.5,-2.8,81.0,-9.0
202402090600,0.2,-3.3,85.0,-9.0
202402090700,1.4,-3.8,86.0,-9.0
202402090800,0.9,-3.7,87.0,-9.0
202402090900,0.2,-1.2,80.0,-9.0
202402091000,1.6,1.4,65.0,-9.0
202402091100,2.7,3.3,54.0,-9.0
202402091200,2.4,5.1,39.0,-9.0
202402091300,1.4,5.2,39.0,-9.0
202402091400,1.9,6.3,38.0,-9.0
202402091500,2.0,6.9,37.0,-9.0
202402091600,4.0,6.0,38.0,-9.0
202402091700,4.3,5.2,41.0,-9.0
202402091800,2.7,3.7,45.0,-9.0
202402091900,1.6,2.5,49.0,-9.0
202402092000,2.1,1.8,55.0,-9.0
202402092100,1.2,1.1,60.0,-9.0
202402092200,0.7,0.5,62.0,-9.0
202402092300,1.3,0.1,64.0,-9.0
202402100000,1.8,-0.6,68.0,-9.0
202402100100,0.0,-1.4,73.0,-9.0
202402100200,1.0,-1.9,76.0,-9.0
202402100300,0.9,-2.2,79.0,-9.0
202402100400,0.1,-2.7,81.0,-9.0
202402100500,0.1,-3.0,84.0,-9.0
202402100600,1.5,-3.4,85.0,-9.0
202402100700,0.2,-3.6,87.0,-9.0
202402100800,0.0,-3.3,88.0,-9.0
202402100900,0.0,-1.8,80.0,-9.0
202402101000,0.5,1.8,71.0,-9.0
202402101100,2.8,4.6,57.0,-9.0
202402101200,3.4,6.2,47.0,-9.0
202402101300,1.9,7.5,42.0,-9.0
202402101400,3.3,6.6,46.0,-9.0
202402101500,2.5,6.5,51.0,-9.0
202402101600,2.1,5.2,62.0,-9.0
202402101700,1.1,5.0,61.0,-9.0
202402101800,1.9,4.5,62.0,0.0
202402101900,1.2,3.1,67.0,-9.0
202402102000,1.7,2.2,69.0,-9.0
202402102100,1.7,1.4,65.0,-9.0
202402102200,0.8,0.6,66.0,-9.0
202402102300,0.8,0.0,65.0,-9.0
202402110000,0.7,-0.8,69.0,-9.0
202402110100,0.3,-1.8,72.0,-9.0
202402110200,0.3,-2.2,68.0,-9.0
202402110300,0.1,-2.6,72.0,-9.0
202402110400,0.9,-3.1,74.0,-9.0
202402110500,1.7,-3.8,76.0,-9.0
202402110600,0.4,-3.7,79.0,-9.0
202402110700,0.1,-3.9,79.0,-9.0
202402110800,0.9,-3.7,80.0,-9.0
202402110900,1.1,-1.8,77.0,-9.0
202402111000,0.0,0.7,68.0,-9.0
202402111100,1.0,2.2,61.0,-9.0
202402111200,0.8,3.3,63.0,-9.0
202402111300,2.3,3.7,65.0,-9.0
202402111400,2.2,4.3,66.0,-9.0
202402111500,3.3,5.6,53.0,0.0
202402111600,1.7,6.8,46.0,-9.0
202402111700,4.3,5.1,43.0,-9.0
202402111800,2.9,4.2,45.0,-9.0
202402111900,2.5,3.2,52.0,-9.0
202402112000,1.9,2.6,54.0,-9.0
202402112100,2.2,2.0,58.0,-9.0
202402112200,1.4,1.6,61.0,-9.0
202402112300,2.1,0.6,67.0,-9.0
202402120000,0.5,-0.4,72.0,-9.0
202402120100,0.8,-1.3,77.0,-9.0
202402120200,0.4,-2.2,81.0,-9.0
202402120300,0.2,-2.3,83.0,-9.0
202402120400,0.2,-2.5,84.0,-9.0
202402120500,0.6,-3.1,85.0,-9.0
202402120600,0.0,-3.3,87.0,-9.0
202402120700,0.9,-3.6,89.0,-9.0
202402120800,0.0,-3.4,90.0,-9.0
202402120900,0.1,-0.7,78.0,-9.0
202402121000,1.1,2.3,65.0,-9.0
202402121100,1.5,4.8,52.0,-9.0
202402121200,1.9,7.6,37.0,-9.0
202402121300,2.7,9.6,30.0,-9.0
202402121400,3.8,10.6,19.0,-9.0
202402121500,3.2,11.9,18.0,-9.0
202402121600,1.7,11.8,14.0,-9.0
202402121700,2.7,10.5,20.0,-9.0
202402121800,1.4,8.9,29.0,-9.0
202402121900,1.3,7.6,40.0,-9.0
202402122000,2.2,6.3,42.0,-9.0
202402122100,1.6,5.1,45.0,-9.0
202402122200,0.6,3.6,51.0,-9.0
202402122300,0.0,2.3,59.0,-9.0
202402130000,0.4,1.5,62.0,-9.0
202402130100,0.0,0.8,64.0,-9.0
202402130200,0.0,0.3,68.0,-9.0
202402130300,0.1,0.1,70.0,-9.0
202402130400,0.0,0.8,70.0,-9.0
202402130500,1.1,0.8,68.0,-9.0
202402130600,1.5,0.4,70.0,-9.0
202402130700,0.5,0.2,72.0,-9.0
202402130800,0.9,0.6,72.0,-9.0
202402130900,0.3,2.3,67.0,-9.0
202402131000,0.3,7.9,55.0,-9.0
202402131100,1.8,12.1,48.0,-9.0
202402131200,4.0,13.3,46.0,-9.0
202402131300,3.5,14.8,41.0,-9.0
202402131400,2.9,15.6,42.0,-9.0
202402131500,2.8,15.9,41.0,-9.0
202402131600,3.7,16.0,42.0,-9.0
202402131700,2.6,15.4,42.0,-9.0
202402131800,1.4,13.8,49.0,-9.0
202402131900,1.8,12.5,58.0,-9.0
202402132000,2.9,11.3,64.0,-9.0
202402132100,1.5,11.3,65.0,-9.0
202402132200,1.9,11.4,65.0,-9.0
202402132300,0.9,11.1,65.0,-9.0
202402140000,0.5,10.4,68.0,-9.0
202402140100,0.8,10.7,68.0,-9.0
202402140200,1.9,10.1,69.0,-9.0
202402140300,0.9,9.8,71.0,-9.0
202402140400,0.2,9.5,73.0,-9.0
202402140500,0.0,9.4,74.0,-9.0
202402140600,0.0,9.2,74.0,0.0
202402140700,0.1,9.2,75.0,-9.0
202402140800,0.3,9.2,78.0,-9.0
202402140900,0.3,9.8,76.0,0.0
202402141000,0.3,11.8,72.0,-9.0
202402141100,0.8,14.4,69.0,-9.0
202402141200,1.5,16.0,65.0,0.0
202402141300,2.0,16.4,66.0,-9.0
202402141400,1.9,17.9,60.0,-9.0
202402141500,1.7,18.4,58.0,-9.0
202402141600,2.1,18.4,59.0,-9.0
202402141700,2.2,16.9,60.0,-9.0
202402141800,1.0,15.4,68.0,-9.0
202402141900,1.2,14.3,76.0,-9.0
202402142000,2.0,13.7,81.0,-9.0
202402142100,2.1,13.3,84.0,-9.0
202402142200,3.3,13.4,86.0,-9.0
202402142300,3.4,13.3,87.0,-9.0
202402150000,2.8,13.3,86.0,-9.0
202402150100,2.3,13.2,87.0,-9.0
202402150200,2.0,12.9,88.0,-9.0
202402150300,0.8,12.6,88.0,-9.0
202402150400,0.2,12.5,89.0,-9.0
202402150500,1.9,12.2,90.0,-9.0
202402150600,1.1,12.0,93.0,0.0
202402150700,0.0,11.7,93.0,-9.0
202402150800,3.3,11.9,91.0,-9.0
202402150900,2.1,11.6,92.0,0.0
202402151000,1.8,11.4,90.0,-9.0
202402151100,3.2,8.9,89.0,-9.0
202402151200,6.0,6.6,86.0,0.1
202402151300,6.6,5.3,80.0,-9.0
202402151400,3.5,2.6,89.0,-9.0
202402151500,2.6,1.8,91.0,1.9
202402151600,1.3,2.2,86.0,-9.0
202402151700,3.3,2.8,72.0,-9.0
202402151800,2.1,1.6,73.0,0.0
202402151900,2.8,0.9,74.0,-9.0
202402152000,2.2,0.0,72.0,-9.0
202402152100,1.3,0.2,70.0,-9.0
202402152200,0.5,0.8,68.0,-9.0
202402152300,0.3,0.6,70.0,-9.0
202402160000,0.0,0.6,71.0,-9.0
202402160100,0.2,0.2,78.0,-9.0
202402160200,1.1,0.5,82.0,-9.0
202402160300,1.0,-0.2,80.0,-9.0
202402160400,1.2,-1.1,83.0,-9.0
202402160500,0.6,-1.2,80.0,-9.0
202402160600,1.7,-1.8,85.0,-9.0
202402160700,1.3,-1.7,83.0,-9.0
202402160800,1.6,-1.8,84.0,-9.0
202402160900,0.4,-0.2,77.0,-9.0
202402161000,1.7,3.1,64.0,-9.0
202402161100,2.4,5.6,53.0,-9.0
202402161200,1.7,5.9,50.0,-9.0
202402161300,1.9,7.0,45.0,-9.0
202402161400,1.9,8.0,40.0,-9.0
202402161500,1.1,9.0,37.0,-9.0
202402161600,1.1,9.4,36.0,-9.0
202402161700,3.1,8.5,40.0,-9.0
202402161800,0.6,7.0,47.0,-9.0
202402161900,1.3,5.7,50.0,-9.0
202402162000,1.4,4.4,55.0,-9.0
202402162100,1.4,3.7,58.0,-9.0
202402162200,1.4,2.9,64.0,-9.0
202402162300,1.9,2.2,67.0,-9.0
202402170000,1.1,1.1,71.0,-9.0
202402170100,0.6,0.1,77.0,-9.0
202402170200,0.8,-0.6,80.0,-9.0
202402170300,0.8,-1.0,83.0,-9.0
202402170400,0.9,-1.6,85.0,-9.0
202402170500,1.2,-1.3,85.0,-9.0
202402170600,0.2,-1.7,86.0,-9.0
202402170700,1.7,-2.0,87.0,-9.0
202402170800,0.9,-1.3,86.0,-9.0
202402170900,0.1,1.8,74.0,-9.0
202402171000,0.1,4.8,63.0,-9.0
202402171100,1.6,7.0,55.0,-9.0
202402171200,2.2,10.4,48.0,-9.0
202402171300,2.3,11.4,47.0,-9.0
202402171400,1.7,12.1,43.0,-9.0
202402171500,1.9,13.5,37.0,-9.0
202402171600,1.4,14.3,30.0,-9.0
202402171700,1.6,13.3,33.0,-9.0
202402171800,1.4,11.0,40.0,-9.0
202402171900,1.4,9.4,44.0,-9.0
202402172000,0.0,8.0,51.0,-9.0
202402172100,0.7,6.7,58.0,-9.0
202402172200,0.2,5.2,64.0,-9.0
202402172300,0.4,4.2,69.0,-9.0
202402180000,0.6,3.3,72.0,-9.0
202402180100,0.0,2.7,77.0,-9.0
202402180200,1.2,1.9,79.0,-9.0
202402180300,0.0,1.2,83.0,-9.0
202402180400,1.3,0.5,84.0,-9.0
202402180500,0.3,0.1,88.0,-9.0
202402180600,0.2,-0.5,90.0,-9.0
202402180700,0.7,-0.6,91.0,-9.0
202402180800,0.1,0.1,89.0,-9.0
202402180900,0.7,2.1,84.0,-9.0
202402181000,0.7,4.1,74.0,-9.0
202402181100,0.5,6.5,62.0,-9.0
202402181200,0.5,8.3,51.0,-9.0
202402181300,2.4,9.3,47.0,-9.0
202402181400,0.7,9.6,49.0,-9.0
202402181500,0.2,9.4,59.0,0.0
202402181600,1.4,7.4,83.0,-9.0
202402181700,1.4,7.3,88.0,-9.0
202402181800,1.3,7.3,93.0,1.6
202402181900,1.4,7.1,94.0,-9.0
202402182000,2.5,7.2,96.0,-9.0
202402182100,1.0,7.6,97.0,7.3
202402182200,0.9,7.9,97.0,-9.0
202402182300,1.0,8.3,98.0,-9.0
202402190000,2.0,8.9,97.0,19.5
202402190100,2.3,9.4,98.0,-9.0
202402190200,0.7,9.7,97.0,-9.0
202402190300,0.9,9.8,98.0,7.5
202402190400,0.0,10.0,98.0,-9.0
202402190500,0.7,10.1,98.0,-9.0
202402190600,0.7,10.6,97.0,4.2
202402190700,0.8,10.7,98.0,-9.0
202402190800,0.9,11.7,98.0,-9.0
202402190900,1.2,11.9,98.0,4.7
202402191000,2.2,12.9,97.0,-9.0
202402191100,2.4,13.0,95.0,-9.0
202402191200,3.2,12.5,95.0,0.2
202402191300,2.1,12.8,92.0,-9.0
202402191400,2.6,12.7,90.0,-9.0
202402191500,2.3,12.0,92.0,-9.0
202402191600,2.6,11.4,92.0,-9.0
202402191700,2.1,11.1,94.0,-9.0
202402191800,2.7,9.7,90.0,0.0
202402191900,3.6,8.0,91.0,-9.0
202402192000,2.4,6.9,92.0,-9.0
202402192100,1.6,6.3,92.0,0.0
202402192200,2.7,5.6,91.0,-9.0
202402192300,0.5,5.3,93.0,-9.0
202402200000,1.0,5.2,94.0,0.0
202402200100,1.0,5.4,94.0,-9.0
202402200200,1.3,5.1,93.0,-9.0
202402200300,0.3,5.3,95.0,0.0
202402200400,0.4,5.0,94.0,-9.0
202402200500,1.7,4.6,94.0,-9.0
202402200600,1.8,4.0,92.0,0.4
202402200700,1.8,3.7,89.0,-9.0
202402200800,1.2,3.5,91.0,-9.0
202402200900,0.5,4.0,94.0,0.6
202402201000,0.2,4.6,92.0,-9.0
202402201100,2.2,5.3,91.0,-9.0
202402201200,1.8,6.3,90.0,0.1
202402201300,0.7,6.9,94.0,-9.0
202402201400,3.1,6.7,88.0,-9.0
202402201500,2.9,6.4,89.0,1.5
202402201600,2.8,6.2,89.0,-9.0
202402201700,4.0,6.0,85.0,-9.0
202402201800,2.5,5.4,90.0,2.0
202402201900,3.5,5.4,88.0,-9.0
202402202000,3.2,5.5,83.0,-9.0
202402202100,2.1,5.3,86.0,0.4
202402202200,2.1,5.4,82.0,-9.0
202402202300,2.4,5.6,77.0,-9.0
202402210000,4.1,5.5,79.0,0.0
202402210100,4.8,5.5,78.0,-9.0
202402210200,4.3,5.4,80.0,-9.0
202402210300,2.8,5.3,80.0,0.0
202402210400,4.3,5.4,79.0,-9.0
202402210500,1.8,4.5,91.0,-9.0
202402210600,3.5,4.4,90.0,3.5
202402210700,2.9,4.6,87.0,-9.0
202402210800,2.4,4.3,91.0,-9.0
202402210900,2.8,4.2,91.0,6.9
202402211000,2.7,4.4,87.0,-9.0
202402211100,2.0,4.3,90.0,-9.0
202402211200,1.1,4.1,93.0,2.3
202402211300,3.6,4.2,87.0,-9.0
202402211400,4.4,4.1,87.0,-9.0
202402211500,4.2,4.3,85.0,0.5
202402211600,3.3,4.2,88.0,-9.0
202402211700,5.4,4.0,85.0,-9.0
202402211800,6.3,3.6,86.0,1.1
202402211900,4.4,3.3,91.0,-9.0
202402212000,4.4,3.3,90.0,-9.0
202402212100,2.9,3.2,90.0,2.7
202402212200,0.6,3.1,90.0,-9.0
202402212300,1.9,2.9,89.0,-9.0
202402220000,3.6,2.9,85.0,0.9
202402220100,2.7,2.6,86.0,-9.0
202402220200,2.9,2.2,88.0,-9.0
202402220300,2.1,2.1,86.0,1.6
202402220400,1.7,1.9,88.0,-9.0
202402220500,2.2,1.3,91.0,-9.0
202402220600,2.0,1.4,89.0,1.5
202402220700,1.7,1.5,88.0,-9.0
202402220800,3.2,1.8,82.0,-9.0
202402220900,2.8,2.2,82.0,0.1
202402221000,3.3,2.4,76.0,-9.0
202402221100,2.3,2.4,80.0,-9.0
202402221200,4.3,2.8,71.0,0.0
202402221300,3.2,3.1,71.0,-9.0
202402221400,2.7,3.4,66.0,-9.0
202402221500,3.0,3.2,69.0,0.0
202402221600,2.1,3.0,73.0,-9.0
202402221700,2.5,2.7,77.0,-9.0
202402221800,3.9,2.2,82.0,0.0
202402221900,0.6,1.7,89.0,-9.0
202402222000,3.1,1.6,87.0,-9.0
202402222100,2.9,1.7,80.0,0.5
202402222200,2.2,1.7,78.0,-9.0
202402222300,0.9,1.5,79.0,-9.0
202402230000,2.0,1.1,82.0,0.0
202402230100,1.2,1.2,79.0,-9.0
202402230200,3.2,1.0,82.0,-9.0
202402230300,1.2,1.0,80.0,0.0
202402230400,2.0,0.8,81.0,-9.0
202402230500,2.7,0.8,82.0,-9.0
202402230600,1.2,0.8,83.0,0.0
202402230700,1.5,0.8,82.0,-9.0
202402230800,1.1,0.9,80.0,-9.0
202402230900,1.5,1.6,76.0,0.0
202402231000,3.5,2.7,68.0,-9.0
202402231100,4.4,3.6,64.0,-9.0
202402231200,3.7,4.6,61.0,0.0
202402231300,5.0,6.4,53.0,-9.0
202402231400,3.5,6.0,54.0,-9.0
202402231500,3.6,6.1,54.0,-9.0
202402231600,4.0,5.9,54.0,-9.0
202402231700,5.2,5.2,55.0,-9.0
202402231800,3.7,4.7,58.0,-9.0
202402231900,4.6,3.8,61.0,-9.0
202402232000,5.0,3.0,61.0,-9.0
202402232100,3.8,3.0,61.0,-9.0
202402232200,4.9,2.4,61.0,-9.0
202402232300,4.7,2.2,62.0,-9.0
202402240000,3.4,1.9,61.0,-9.0
202402240100,4.4,1.5,61.0,-9.0
202402240200,3.8,1.6,61.0,-9.0
202402240300,3.5,1.6,63.0,-9.0
202402240400,5.4,1.3,60.0,-9.0
202402240500,4.3,1.2,56.0,-9.0
202402240600,5.3,1.3,57.0,-9.0
202402240700,5.5,1.2,57.0,-9.0
202402240800,5.9,2.0,54.0,-9.0
202402240900,6.9,3.0,51.0,-9.0
202402241000,6.9,3.2,49.0,-9.0
202402241100,5.2,4.6,47.0,-9.0
202402241200,8.0,5.5,47.0,-9.0
202402241300,6.0,6.3,48.0,-9.0
202402241400,6.3,6.1,50.0,-9.0
202402241500,4.2,6.1,50.0,-9.0
202402241600,5.3,5.5,52.0,-9.0
202402241700,5.6,5.0,55.0,-9.0
202402241800,5.2,3.8,66.0,0.0
202402241900,2.4,2.0,85.0,-9.0
202402242000,0.2,1.6,90.0,-9.0
202402242100,0.1,1.4,92.0,1.2
202402242200,0.7,0.5,94.0,-9.0
202402242300,0.9,0.3,96.0,-9.0
202402250000,0.4,0.2,96.0,2.1
202402250100,0.0,0.1,96.0,-9.0
202402250200,1.2,0.1,96.0,-9.0
202402250300,1.1,0.3,96.0,1.1
